Address,African-American,American Indian,American Indian/Alaska Native,American Indian/Alaskan Native,Asian,Asian or Asian/Pacific Islander,Asian or Pacific Islander,Asian/Pacific Islander,Black,"Black, not Hispanic",City,Female,Filipino,FullState,Hawaiian Native/Pacific Islander,Hispanic,Lowincome,Male,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Pacific Islander,Pacific Islander,Rate,School,SchoolLink,Score,State,StateOrder,Two or more races,Type,White,"White, not Hispanic",ZipCode,_id,location
1916 US Highway 72 West,,,1%,,1%,,,,20%,,Athens,,,alabama,<1%,19%,,,,,,,Average,Athens Intermediate School,/alabama/athens/74-Athens-Intermediate-School/,5,AL,175,7%,Public district,52%,,35611,5e7b01be0c16a3618bfc3aef,"{'type': 'Point', 'coordinates': [-86.99625569016031, 34.7933652]}"
601 South Clinton Street,,,1%,,1%,,,,17%,,Athens,51%,,alabama,<1%,17%,49%,49%,,,,,Average,Athens Middle School,/alabama/athens/77-Athens-Middle-School/,5,AL,176,7%,Public district,58%,,35611,5e7b01be0c16a3618bfc3af0,"{'type': 'Point', 'coordinates': [-89.875559, 38.318295]}"
405 South Street East,,,1%,,<1%,,,,4%,,Athens,51%,,alabama,<1%,3%,10%,49%,,,,,Above average,Athens Renaissance School,/alabama/athens/4257-Athens-Renaissance-School/,7,AL,177,2%,Public district,90%,,35611,5e7b01be0c16a3618bfc3af1,
245 Tennant Drive,,,20%,,,1%,,,4%,,Atmore,,,alabama,<1%,3%,,,,,,,Currently unrated,Atmore Christian School,/alabama/atmore/1663-Atmore-Christian-School/,-1,AL,178,<1%,Private,72%,,36502,5e7b01be0c16a3618bfc3af2,"{'type': 'Point', 'coordinates': [-87.5072846652289, 31.022129508269355]}"
1901-B Waverly Pkwy,,,,,,,,,,,Auburn,,,alabama,,,,,,,,,Currently unrated,Auburn Classical Academy,/alabama/auburn/3686-Auburn-Classical-Academy/,-1,AL,179,,Private,,,36830,5e7b01be0c16a3618bfc3af3,"{'type': 'Point', 'coordinates': [-85.441931, 32.650708]}"
Po Box 262,,,,,,,,,,,Auburn,,,alabama,,,,,,,,,Currently unrated,Auburn Day Care Center-Moton,/alabama/auburn/2390-Auburn-Day-Care-Center-Moton/,-1,AL,180,,Private,,,36831,5e7b01be0c16a3618bfc3af4,
Po Box 262,,,,,,,,,,,Auburn,,,alabama,,,,,,,,,Currently unrated,Auburn Day Care Center-Ridgecrest,/alabama/auburn/2391-Auburn-Day-Care-Center-Ridgecrest/,-1,AL,181,,Private,,,36831,5e7b01be0c16a3618bfc3af5,
721 East University Drive,,,<1%,,12%,,,,23%,,Auburn,49%,,alabama,<1%,7%,27%,51%,,,,,Currently unrated,Auburn Early Ed Center,/alabama/auburn/92-Auburn-Early-Ed-Center/,-1,AL,182,2%,Public district,55%,,36830,5e7b01be0c16a3618bfc3af6,"{'type': 'Point', 'coordinates': [-85.46874069100562, 32.58585215]}"
405 South Dean Road,,,<1%,,10%,,,,24%,,Auburn,52%,,alabama,<1%,3%,20%,48%,,,,,Above average,Auburn High School,/alabama/auburn/86-Auburn-High-School/,7,AL,183,1%,Public district,62%,,36830,5e7b01be0c16a3618bfc3af7,"{'type': 'Point', 'coordinates': [-85.46321275049068, 32.597170750000004]}"
332 East Samford Avenue,,,<1%,,11%,,,,23%,,Auburn,47%,,alabama,<1%,5%,24%,53%,,,,,Above average,Auburn Jr High School,/alabama/auburn/87-Auburn-Jr-High-School/,8,AL,184,1%,Public district,60%,,36830,5e7b01be0c16a3618bfc3af8,"{'type': 'Point', 'coordinates': [-85.47630296174347, 32.5972864]}"
Po Box 244023,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Auburn Univ Mont Early Child Care Center,/alabama/montgomery/3159-Auburn-Univ-Mont-Early-Child-Care-Center/,-1,AL,185,,Private,,,36124,5e7b01be0c16a3618bfc3af9,
6301 Biloxi Avenue,,,,,1%,,,,57%,,Mobile,,,alabama,,2%,,,,,,,Below average,Augusta Evans School,/alabama/mobile/1071-Augusta-Evans-School/,1,AL,186,3%,Public district,37%,,36608,5e7b01be0c16a3618bfc3afa,"{'type': 'Point', 'coordinates': [-88.20193, 30.705346]}"
1625 Danville Road Southwest,,,<1%,,2%,,,,35%,,Decatur,,,alabama,<1%,25%,,,,,,,Above average,Austin High School,/alabama/decatur/499-Austin-High-School/,8,AL,187,3%,Public district,36%,,35601,5e7b01be0c16a3618bfc3afb,"{'type': 'Point', 'coordinates': [-87.0081457, 34.5795328]}"
2320 Clara Avenue Southwest,,,<1%,,1%,,,,21%,,Decatur,,,alabama,1%,55%,,,,,,,Below average,Austinville Elementary School,/alabama/decatur/500-Austinville-Elementary-School/,2,AL,188,4%,Public district,19%,,35601,5e7b01be0c16a3618bfc3afc,"{'type': 'Point', 'coordinates': [-86.99747240708272, 34.56938181292133]}"
497 Golson Road,,,<1%,,,<1%,,,4%,,Prattville,,,alabama,<1%,<1%,,,,,,,Currently unrated,Autauga Academy,/alabama/prattville/1640-Autauga-Academy/,-1,AL,189,<1%,Private,96%,,36067,5e7b01be0c16a3618bfc3afd,"{'type': 'Point', 'coordinates': [-86.54157012796092, 32.47078876423965]}"
816 Cardinal Lane,,,,,,,,,,,Prattville,,,alabama,,,,,,,,,Currently unrated,Autauga Co Alt School,/alabama/prattville/107-Autauga-Co-Alt-School/,-1,AL,190,,Public district,,,36067,5e7b01be0c16a3618bfc3afe,"{'type': 'Point', 'coordinates': [-86.454403, 32.457555]}"
1301 Upper Kingston Road,,,,,,,,,,,Prattville,,,alabama,,,,,,,,,Currently unrated,Autauga Co Tech Center,/alabama/prattville/108-Autauga-Co-Tech-Center/,-1,AL,191,,Public district,,,36067,5e7b01be0c16a3618bfc3aff,"{'type': 'Point', 'coordinates': [-86.47478, 32.4958]}"
Po Box 967,,,,,,,,,,,Wetumpka,,,alabama,,,,,,,,,Currently unrated,Autaugaville Head Start Center,/alabama/wetumpka/2392-Autaugaville-Head-Start-Center/,-1,AL,192,,Private,,,36003,5e7b01be0c16a3618bfc3b00,
2708 Dutch Bend Street,,,<1%,,<1%,,,,95%,,Autaugaville,52%,,alabama,<1%,1%,89%,48%,,,,,Below average,Autaugaville School,/alabama/autaugaville/1858-Autaugaville-School/,3,AL,193,<1%,Public district,4%,,36003,5e7b01be0c16a3618bfc3b01,"{'type': 'Point', 'coordinates': [-86.6594301536263, 32.43387590156827]}"
4000 8th Ct South,,,1%,,<1%,,,,82%,,Birmingham,44%,,alabama,1%,4%,78%,56%,,,,,Below average,Avondale Elementary School,/alabama/birmingham/185-Avondale-Elementary-School/,2,AL,194,<1%,Public district,11%,,35222,5e7b01be0c16a3618bfc3b02,"{'type': 'Point', 'coordinates': [-86.772619, 33.516332]}"
1801 Coleman Road,,,,,,,,,,,Anniston,,,alabama,,,,,,,,,Currently unrated,Ayers Child Care And Head Start,/alabama/anniston/2333-Ayers-Child-Care-And-Head-Start/,-1,AL,195,,Private,,,36207,5e7b01be0c16a3618bfc3b03,"{'type': 'Point', 'coordinates': [-85.803382, 33.624727]}"
3550 Schillinger Road North,,,,,,,,,,,Semmes,,,alabama,,,,,,,,,Currently unrated,Azalea City Christian School,/alabama/semmes/3352-Azalea-City-Christian-School/,-1,AL,196,,Private,,,36575,5e7b01be0c16a3618bfc3b04,"{'type': 'Point', 'coordinates': [-88.2255000612245, 30.76474375510204]}"
8581 Tate Mill Road,,,<1%,,<1%,,,,<1%,,Dora,45%,,alabama,<1%,1%,30%,55%,,,,,Average,Bagley Jr High School,/alabama/dora/799-Bagley-Jr-High-School/,6,AL,197,<1%,Public district,99%,,35062,5e7b01be0c16a3618bfc3b05,
12920 Bailey Cove Road Southeast,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Bailey Cove Cdc,/alabama/huntsville/2885-Bailey-Cove-Cdc/,-1,AL,198,,Private,,,35803,5e7b01be0c16a3618bfc3b06,"{'type': 'Point', 'coordinates': [-86.537655, 34.622567]}"
12431 Alabama 69,,,,,,,,,,,Baileyton,,,alabama,,,,,,,,,Currently unrated,Baileyton Head Start,/alabama/baileyton/2394-Baileyton-Head-Start/,-1,AL,199,,Private,,,35019,5e7b01be0c16a3618bfc3b07,"{'type': 'Point', 'coordinates': [-86.6127712, 34.2623179]}"
8901 Airport Boulevard,,,<1%,,3%,,,,33%,,Mobile,,,alabama,<1%,5%,,,,,,,Above average,Baker High School,/alabama/mobile/984-Baker-High-School/,9,AL,200,2%,Public district,56%,,36608,5e7b01be0c16a3618bfc3b08,"{'type': 'Point', 'coordinates': [-88.137468, 30.676033]}"
410 South McDonough Street,,,<1%,,22%,,,,44%,,Montgomery,59%,,alabama,<1%,3%,26%,41%,,,,,Top rated,Baldwin Art And Acadcs Magnet,/alabama/montgomery/1151-Baldwin-Art-And-Acadcs-Magnet/,10,AL,201,4%,Public district,27%,,36104,5e7b01be0c16a3618bfc3b09,"{'type': 'Point', 'coordinates': [-86.30487502040816, 32.373369204081634]}"
1 Tiger Drive,,,1%,,<1%,,,,26%,,Bay Minette,,,alabama,<1%,3%,,,,,,,Below average,Baldwin Co High School,/alabama/bay-minette/155-Baldwin-Co-High-School/,1,AL,202,6%,Public district,64%,,36507,5e7b01be0c16a3618bfc3b0a,
110 School Road,,,<1%,,<1%,,,,6%,,Cordova,41%,,alabama,<1%,1%,63%,59%,,,,,Average,Bankhead Middle School,/alabama/cordova/1473-Bankhead-Middle-School/,6,AL,203,2%,Public district,91%,,35550,5e7b01be0c16a3618bfc3b0b,
8301 8th Avenue South,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Banks Academy,/alabama/birmingham/4256-Banks-Academy/,-1,AL,204,,Private,,,35206,5e7b01be0c16a3618bfc3b0c,"{'type': 'Point', 'coordinates': [-86.709621, 33.564861]}"
9769 U.S. 29,,,1%,,1%,,,,35%,,Banks,51%,,alabama,<1%,2%,69%,49%,,,,,Average,Banks School,/alabama/banks/1242-Banks-School/,6,AL,205,5%,Public district,56%,,36005,5e7b01be0c16a3618bfc3b0d,
211 Gordon Drive Southeast,,,<1%,,1%,,,,25%,,Decatur,51%,,alabama,<1%,51%,89%,49%,,,,,Below average,Banks-Caddell Elementary School,/alabama/decatur/505-Banks-Caddell-Elementary-School/,4,AL,206,5%,Public district,19%,,35601,5e7b01be0c16a3618bfc3b0e,"{'type': 'Point', 'coordinates': [-86.98504502205614, 34.60059106159762]}"
2820 Barbara Drive Northwest,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Barbara Drive Head Start Center,/alabama/huntsville/2895-Barbara-Drive-Head-Start-Center/,-1,AL,207,,Private,,,35816,5e7b01be0c16a3618bfc3b0f,"{'type': 'Point', 'coordinates': [-86.60790464285714, 34.73190314285714]}"
165 South Midway Street,,,<1%,,<1%,,,,84%,,Clayton,49%,,alabama,<1%,13%,100%,51%,,,,,Below average,Barbour Co High School,/alabama/clayton/157-Barbour-Co-High-School/,2,AL,208,<1%,Public district,4%,,36016,5e7b01be0c16a3618bfc3b10,"{'type': 'Point', 'coordinates': [-85.44927431560392, 31.868599604424947]}"
81 Victoria Street,,,<1%,,<1%,,,,75%,,Louisville,53%,,alabama,<1%,15%,100%,47%,,,,,Below average,Barbour Co Intermediate School,/alabama/louisville/163-Barbour-Co-Intermediate-School/,1,AL,209,1%,Public district,8%,,36048,5e7b01be0c16a3618bfc3b11,"{'type': 'Point', 'coordinates': [-85.548192, 31.776438]}"
81 Victoria Street,,,1%,,<1%,,,,77%,,Louisville,,,alabama,<1%,17%,,,,,,,Currently unrated,Barbour Co Primary School,/alabama/louisville/162-Barbour-Co-Primary-School/,-1,AL,210,<1%,Public district,6%,,36048,5e7b01be0c16a3618bfc3b12,"{'type': 'Point', 'coordinates': [-85.548192, 31.776438]}"
2333 Barkley Bridge Rd.,,,1%,,<1%,,,,1%,,Hartselle,47%,,alabama,<1%,2%,21%,53%,,,,,Top rated,Barkley Bridge Elementary School,/alabama/hartselle/690-Barkley-Bridge-Elementary-School/,10,AL,211,1%,Public district,94%,,35640,5e7b01be0c16a3618bfc3b13,"{'type': 'Point', 'coordinates': [-86.944966, 34.424328]}"
3015 US Highway 80 E,,,,,,,,,,,Selma,,,alabama,,,,,,,,,Currently unrated,Barney Child Care,/alabama/selma/3342-Barney-Child-Care/,-1,AL,212,,Private,,,36701,5e7b01be0c16a3618bfc3b14,
3015 Us Highway 80 E,,,,,,,,,,,Selma,,,alabama,,,,,,,,,Currently unrated,Barney Child Care & Learning Center,/alabama/selma/2773-Barney-Child-Care--Learning-Center/,-1,AL,213,,Private,,,36701,5e7b01be0c16a3618bfc3b15,
155 Barren Fork Boulevard Southwest,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Barren Fork Head Start,/alabama/huntsville/2886-Barren-Fork-Head-Start/,-1,AL,214,,Private,,,35824,5e7b01be0c16a3618bfc3b16,"{'type': 'Point', 'coordinates': [-86.72718905899958, 34.62816945]}"
7601 Division Avenue,,,<1%,,<1%,,,,92%,,Birmingham,45%,,alabama,<1%,6%,91%,55%,,,,,Below average,Barrett Elementary School,/alabama/birmingham/188-Barrett-Elementary-School/,2,AL,215,1%,Public district,1%,,35206,5e7b01be0c16a3618bfc3b17,"{'type': 'Point', 'coordinates': [-86.728738, 33.559638]}"
800 Blackburn Avenue,,,<1%,,1%,,,,37%,,Bay Minette,,,alabama,<1%,2%,,,,,,,Below average,Bay Minette Elementary School,/alabama/bay-minette/143-Bay-Minette-Elementary-School/,4,AL,216,7%,Public district,52%,,36507,5e7b01be0c16a3618bfc3b18,"{'type': 'Point', 'coordinates': [-87.776306, 30.893382]}"
600 Blackburn Avenue,,,1%,,<1%,,,,42%,,Bay Minette,47%,,alabama,<1%,1%,66%,53%,,,,,Currently unrated,Bay Minette Intermediate School,/alabama/bay-minette/111-Bay-Minette-Intermediate-School/,-1,AL,217,1%,Public district,56%,,36507,5e7b01be0c16a3618bfc3b19,"{'type': 'Point', 'coordinates': [-87.776306, 30.893382]}"
1311 W 13th Street,,,1%,,<1%,,,,32%,,Bay Minette,48%,,alabama,<1%,3%,66%,53%,,,,,Below average,Bay Minette Middle School,/alabama/bay-minette/2173-Bay-Minette-Middle-School/,4,AL,218,5%,Public district,60%,,36507,5e7b01be0c16a3618bfc3b1a,"{'type': 'Point', 'coordinates': [-87.782212, 30.893668]}"
7775 Deakle Rd,,,,,,,,,,,Irvington,,,alabama,,,,,,,,,Currently unrated,Bayou La Batre Head Start,/alabama/irvington/3961-Bayou-La-Batre-Head-Start/,-1,AL,219,,Private,,,36544,5e7b01be0c16a3618bfc3b1b,
23050 US Highway 98,,,,,,,,,,,Fairhope,,,alabama,,,,,,,,,Currently unrated,Bayshore Christian School,/alabama/fairhope/1932-Bayshore-Christian-School/,-1,AL,220,,Private,,,36532,5e7b01be0c16a3618bfc3b1c,
303 Dryer Avenue,,,<1%,,,1%,,,1%,,Daphne,,,alabama,<1%,3%,,,,,,,Currently unrated,Bayside Academy,/alabama/daphne/2278-Bayside-Academy/,-1,AL,221,1%,Private,93%,,36526,5e7b01be0c16a3618bfc3b1d,"{'type': 'Point', 'coordinates': [-87.91084006811926, 30.601289045351336]}"
803 Seminole Avenue,,,<1%,,<1%,,,,23%,,Sylacauga,52%,,alabama,<1%,4%,78%,48%,,,,,Below average,Bb Comer Memorial Elementary School,/alabama/sylacauga/1364-Bb-Comer-Memorial-Elementary-School/,3,AL,222,2%,Public district,71%,,35150,5e7b01be0c16a3618bfc3b1e,"{'type': 'Point', 'coordinates': [-86.258661, 33.181572]}"
801 Seminole Ave,,,<1%,,<1%,,,,27%,,Sylacauga,,,alabama,<1%,3%,,,,,,,Average,BB Comer Memorial High School,/alabama/sylacauga/1369-BB-Comer-Memorial-High-School/,5,AL,223,<1%,Public district,69%,,35150,5e7b01be0c16a3618bfc3b1f,"{'type': 'Point', 'coordinates': [-86.258661, 33.181572]}"
2561 Acton Road,,,,,,,,,,,Vestavia Hills,,,alabama,,,,,,,,,Currently unrated,Be-Kare Child Care,/alabama/vestavia-hills/3489-Be-Kare-Child-Care/,-1,AL,224,,Private,,,35243,5e7b01be0c16a3618bfc3b20,"{'type': 'Point', 'coordinates': [-86.7533402, 33.4149806]}"
School Avenue,,,,,,,,,,,Bear Creek,,,alabama,,,,,,,,,Currently unrated,Bear Creek Head Start,/alabama/bear-creek/2401-Bear-Creek-Head-Start/,-1,AL,225,,Private,,,35543,5e7b01be0c16a3618bfc3b21,"{'type': 'Point', 'coordinates': [-87.697998, 34.279018]}"
2525 Churchill Drive,,,<1%,,5%,,,,45%,,Montgomery,,,alabama,<1%,3%,,,,,,,Above average,Bear Exploration Center,/alabama/montgomery/1098-Bear-Exploration-Center/,9,AL,226,1%,Public district,47%,,36111,5e7b01be0c16a3618bfc3b22,"{'type': 'Point', 'coordinates': [-86.27220950313533, 32.336335]}"
1375 Felfin Ave W,,,,,,,,,,,Birmingham,,,alabama,,,,,,,,,Currently unrated,Beary Best Of Care,/alabama/birmingham/2434-Beary-Best-Of-Care/,-1,AL,227,,Private,,,35214,5e7b01be0c16a3618bfc3b23,
300 Lee Road 431,,,1%,,<1%,,,,19%,,Opelika,46%,,alabama,<1%,4%,66%,54%,,,,,Average,Beauregard Elementary School,/alabama/opelika/891-Beauregard-Elementary-School/,6,AL,228,3%,Public district,72%,,36804,5e7b01be0c16a3618bfc3b24,
7343 Alabama 51,,,1%,,<1%,,,,24%,,Opelika,,,alabama,<1%,4%,,,,,,,Below average,Beauregard High School,/alabama/opelika/896-Beauregard-High-School/,1,AL,229,4%,Public district,68%,,36804,5e7b01be0c16a3618bfc3b25,"{'type': 'Point', 'coordinates': [-85.39249304591837, 32.72667]}"
450 Bay Bridge Road,,,,,,,,,,,Prichard,,,alabama,,,,,,,,,Currently unrated,Beautiful Beginnings Day Care,/alabama/prichard/3285-Beautiful-Beginnings-Day-Care/,-1,AL,230,,Private,,,36610,5e7b01be0c16a3618bfc3b26,"{'type': 'Point', 'coordinates': [-88.072076, 30.732706]}"
1248 Anchor Drive,,,,,,,,,,,Mobile,,,alabama,,,,,,,,,Currently unrated,Beck's Skyline Day Care Center,/alabama/mobile/3015-Becks-Skyline-Day-Care-Center/,-1,AL,231,,Private,,,36693,5e7b01be0c16a3618bfc3b27,"{'type': 'Point', 'coordinates': [-88.144437, 30.636485]}"
1603 North Main Street,,,,,,,,,,,Opp,,,alabama,,,,,,,,,Currently unrated,Becky's Kinder Kollege,/alabama/opp/3220-Beckys-Kinder-Kollege/,-1,AL,232,,Private,,,36467,5e7b01be0c16a3618bfc3b28,"{'type': 'Point', 'coordinates': [-86.257517, 31.313646]}"
704a Arcadia Cir NW,,,,,,,,,,,Huntsville,,,alabama,,,,,,,,,Currently unrated,Beginnings of Excellence,/alabama/huntsville/2917-Beginnings-Of-Excellence/,-1,AL,233,,Private,,,35801,5e7b01be0c16a3618bfc3b29,"{'type': 'Point', 'coordinates': [-86.598449, 34.745222]}"
14220 Alabama 187,,,<1%,,<1%,,,,1%,,Russellville,49%,,alabama,,16%,69%,51%,,,,,Below average,Belgreen High School,/alabama/russellville/633-Belgreen-High-School/,4,AL,234,2%,Public district,80%,,35653,5e7b01be0c16a3618bfc3b2a,"{'type': 'Point', 'coordinates': [-87.7294591, 34.5067141]}"
111 M L K Pkwy W,,,,,,,,,,,Livingston,,,alabama,,,,,,,,,Currently unrated,Bell-Brown Career Tech Center,/alabama/livingston/1345-Bell-Brown-Career-Tech-Center/,-1,AL,235,,Public district,,,35470,5e7b01be0c16a3618bfc3b2b,
39 Cedar Road,,,,,,,,,,,Bellamy,,,alabama,,,,,,,,,Currently unrated,Bellamy Head Start Center,/alabama/bellamy/2402-Bellamy-Head-Start-Center/,-1,AL,236,,Private,,,36901,5e7b01be0c16a3618bfc3b2c,"{'type': 'Point', 'coordinates': [-88.1332048932121, 32.44785947723278]}"
3350 South Court Street,,,<1%,,<1%,,,,98%,,Montgomery,53%,,alabama,<1%,2%,96%,47%,,,,,Below average,Bellingrath Jr High School,/alabama/montgomery/1099-Bellingrath-Jr-High-School/,1,AL,237,<1%,Public district,<1%,,36105,5e7b01be0c16a3618bfc3b2d,"{'type': 'Point', 'coordinates': [-86.30837289493587, 32.34774760377035]}"
3125 Dauphin Island Parkway,,,<1%,,<1%,,,,94%,,Mobile,46%,,alabama,<1%,2%,90%,54%,,,,,Below average,Ben C Rain High School,/alabama/mobile/983-Ben-C-Rain-High-School/,4,AL,238,<1%,Public district,4%,,36605,5e7b01be0c16a3618bfc3b2e,"{'type': 'Point', 'coordinates': [-88.07464434117647, 30.60869162352941]}"
417 Monroe Drive Northwest,,,1%,,3%,,,,29%,,Decatur,52%,,alabama,<1%,14%,44%,48%,,,,,Currently unrated,Benjamin Davis Elementary School,/alabama/decatur/510-Benjamin-Davis-Elementary-School/,-1,AL,239,5%,Public district,48%,,35601,5e7b01be0c16a3618bfc3b2f,"{'type': 'Point', 'coordinates': [-87.00700808112794, 34.61086]}"
225 Heard Boulevard,,,<1%,,1%,,,,37%,,Alexander City,50%,,alabama,<1%,5%,46%,50%,,,,,Average,Benjamin Russell High School,/alabama/alexander-city/50-Benjamin-Russell-High-School/,6,AL,240,<1%,Public district,56%,,35010,5e7b01be0c16a3618bfc3b30,"{'type': 'Point', 'coordinates': [-85.9522628490541, 32.937781520106434]}"
2700 Benson Avenue,,,,,,,,,,,Tuskegee,,,alabama,,,,,,,,,Currently unrated,Benson Avenue Head Start,/alabama/tuskegee/3472-Benson-Avenue-Head-Start/,-1,AL,241,,Private,,,36088,5e7b01be0c16a3618bfc3b31,"{'type': 'Point', 'coordinates': [-85.725776, 32.413794]}"
501 South School Street,,,,,,,,,,,Tuskegee,,,alabama,,,,,,,,,Currently unrated,Benson Avneue Head Start,/alabama/tuskegee/3465-Benson-Avneue-Head-Start/,-1,AL,242,,Private,,,36083,5e7b01be0c16a3618bfc3b32,"{'type': 'Point', 'coordinates': [-85.685147, 32.420776]}"
P.O. Box 237,,,,,,,,,,,Elberta,,,alabama,,,,,,,,,Currently unrated,Berean Baptist Christian School,/alabama/elberta/2140-Berean-Baptist-Christian-School/,-1,AL,243,,Private,,,36530,5e7b01be0c16a3618bfc3b33,
Po Box 355,,,,,,,,,,,Marion,,,alabama,,,,,,,,,Currently unrated,Berean Baptist Head Start Center,/alabama/marion/2988-Berean-Baptist-Head-Start-Center/,-1,AL,244,,Private,,,36756,5e7b01be0c16a3618bfc3b34,"{'type': 'Point', 'coordinates': [-123.0287197, 44.9520378]}"
200 West Monroe Street,,,,,,,,,,,Marion,,,alabama,,,,,,,,,Currently unrated,Berean Baptist Head Start-Marion 2,/alabama/marion/2987-Berean-Baptist-Head-Start-Marion-2/,-1,AL,245,,Private,,,36756,5e7b01be0c16a3618bfc3b35,"{'type': 'Point', 'coordinates': [-87.321327, 32.634436]}"
2205 McFarland Road,,,1%,,4%,,,,29%,,Mobile,49%,,alabama,<1%,6%,53%,51%,,,,,Average,Bernice J Causey Middle School,/alabama/mobile/1916-Bernice-J-Causey-Middle-School/,6,AL,246,3%,Public district,58%,,36695,5e7b01be0c16a3618bfc3b36,"{'type': 'Point', 'coordinates': [-88.25654238042543, 30.6458972]}"
341 School Avenue,,,<1%,,<1%,,,,6%,,Berry,45%,,alabama,<1%,1%,64%,55%,,,,,Average,Berry Elementary School,/alabama/berry/616-Berry-Elementary-School/,5,AL,247,6%,Public district,87%,,35546,5e7b01be0c16a3618bfc3b37,"{'type': 'Point', 'coordinates': [-87.60076215577078, 33.66418275584748]}"
18242 Highway 18,,,<1%,,<1%,,,,2%,,Berry,,,alabama,<1%,2%,,,,,,,Average,Berry High School,/alabama/berry/612-Berry-High-School/,5,AL,248,5%,Public district,91%,,35546,5e7b01be0c16a3618bfc3b38,
4500 Jaguar Drive,,,<1%,,5%,,,,21%,,Birmingham,47%,,alabama,<1%,5%,18%,53%,,,,,Above average,Berry Middle School,/alabama/birmingham/30-Berry-Middle-School/,9,AL,249,5%,Public district,63%,,35242,5e7b01be0c16a3618bfc3b39,
415 S 3rd St,,,,,,,,,,,Gadsden,,,alabama,,,,,,,,,Currently unrated,Berry Patch Kids Day Care,/alabama/gadsden/2793-Berry-Patch-Kids-Day-Care/,-1,AL,250,,Private,,,35901,5e7b01be0c16a3618bfc3b3a,"{'type': 'Point', 'coordinates': [-86.00438995290358, 34.008128373857275]}"
1705 4th Avenue Southwest,,,<1%,,,<1%,,,20%,,Bessemer,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bessemer Academy,/alabama/bessemer/1561-Bessemer-Academy/,-1,AL,251,<1%,Private,80%,,35022,5e7b01be0c16a3618bfc3b3b,"{'type': 'Point', 'coordinates': [-86.975288, 33.377012]}"
4940 Premiere Parkway,,,,,,,,,,,Bessemer,,,alabama,,,,,,,,,Currently unrated,Bessemer Center For Tech,/alabama/bessemer/171-Bessemer-Center-For-Tech/,-1,AL,252,,Public district,,,35022,5e7b01be0c16a3618bfc3b3c,
4950 Premiere Parkway,,,<1%,,<1%,,,,91%,,Bessemer,50%,,alabama,<1%,7%,61%,50%,,,,,Below average,Bessemer City High School,/alabama/bessemer/167-Bessemer-City-High-School/,1,AL,253,<1%,Public district,2%,,35022,5e7b01be0c16a3618bfc3b3d,
1700 Yellow Leaf Road,,,,,,,,,,,Clanton,,,alabama,,,,,,,,,Currently unrated,Best Of Care,/alabama/clanton/2603-Best-Of-Care/,-1,AL,254,,Private,,,35045,5e7b01be0c16a3618bfc3b3e,"{'type': 'Point', 'coordinates': [-86.63568191175612, 32.85718555726675]}"
1424 County Road 471,,,<1%,,,<1%,,,<1%,,Crossville,,,alabama,<1%,3%,,,,,,,Currently unrated,Beth Haven Christian Academy,/alabama/crossville/1808-Beth-Haven-Christian-Academy/,-1,AL,255,<1%,Private,97%,,35962,5e7b01be0c16a3618bfc3b3f,
714 Cedar Street,,,<1%,,,<1%,,,100%,,Montgomery,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bethany Child Development Center,/alabama/montgomery/2014-Bethany-Child-Development-Center/,-1,AL,256,<1%,Private,<1%,,36106,5e7b01be0c16a3618bfc3b40,"{'type': 'Point', 'coordinates': [-86.28944571428572, 32.371895]}"
1765 Highland Avenue,,,<1%,,,<1%,,,100%,,Montgomery,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bethany Christian Academy,/alabama/montgomery/1788-Bethany-Christian-Academy/,-1,AL,257,<1%,Private,<1%,,36107,5e7b01be0c16a3618bfc3b41,"{'type': 'Point', 'coordinates': [-86.28496475, 32.37227008333333]}"
722 Cedar Street,,,,,,,,,,,Montgomery,,,alabama,,,,,,,,,Currently unrated,Bethany Day Care & Kindergarten #2,/alabama/montgomery/3158-Bethany-Day-Care--Kindergarten-2/,-1,AL,258,,Private,,,36106,5e7b01be0c16a3618bfc3b42,"{'type': 'Point', 'coordinates': [-86.28944269387755, 32.37183842857143]}"
1637 Pearson Avenue Southwest,,,<1%,,,<1%,,,100%,,Birmingham,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bethel Baptist Church Child Development,/alabama/birmingham/3742-Bethel-Baptist-Church-Child-Development/,-1,AL,259,<1%,Private,<1%,,35211,5e7b01be0c16a3618bfc3b43,"{'type': 'Point', 'coordinates': [-86.86068552012291, 33.48660615846882]}"
1301 Bethel Road Northeast,,,<1%,,,6%,,,<1%,,Hartselle,,,alabama,<1%,<1%,,,,,,,Currently unrated,Bethel Baptist School,/alabama/hartselle/1699-Bethel-Baptist-School/,-1,AL,260,3%,Private,91%,,35640,5e7b01be0c16a3618bfc3b44,"{'type': 'Point', 'coordinates': [-86.92332390909091, 34.46042754545454]}"
