"MLS #","#Pics","Pics","VirTr","Status","Address","Price","DOM","Lot (SqFt)","City","Class","Age","Property Type","$/SqFt","1/4 Baths","3/4 Baths","Address 2","Annual Rent","Annual Salary","Annual Tax Amount","Area","Area #","Beds","Building Name","Building Number","Building Unit Total","Capitalization Rate","Cash To Assume","City Limits (Y/N)","City Transfer Tax?","Country","County","Days On Market","Current Rent","Date Available","County ID","Elementary School District","Elementary School","Half Baths","High School","High School District","HOA Document Fee","HOA Exist Y/N","HOA Fee","HOA Fee Frequency","HOA Name Text","Lot Acres","Lot Size Area Max Search","Lot Size Area Maximum Units","Lot Size Area Min Search","Lot Size Source","LotSize SqFt County","Max # of Units in Building","Max # of Units in Complex","Middle School","PriceRangeLow","Rent List Price","Sale Price","Sale Price Per SqFt","State","Yard SqFt","Year Built","Zip Code"
"CRSB21091211","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://www.zillow.com/view-3d-home/eb0397e6-90ca-40e2-9a5c-4a05ddf16a28?setAttribution=mls&wl=true","A","716 New Depot Street C","$550,000","1","7,013","Los Angeles","RE","32","Townhouse",,,,,,,,"CHNA - Chinatown","31400","2",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$200","Monthly","New Depot","0.1610",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1989","90012"
"CRIV21090535","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","1046 N Turner Avenue 198","$429,900","1","1,492","Ontario","RE","25","Townhouse",,,,,,,,"686 - Ontario","31771","3",,,,,,,,,"San Bernardino","0",,,"36",,,,,"Chaffey Joint Union High",,"Yes","$300","Monthly","Laings First Edition Ontario","0.0343",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1996","91764"
"BE40947682","32","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947682/0/120/90/1f742af5a7f17e46c75e55fc7199b723/1/55c8ddd04c2e5d3369809c3ad28b56ce/40947682.JPG","https://6187JoaquinMurietaUnit-H.com/1824483?idx=1","A","6187 Joaquin Murieta Ave H","$749,000","1","1,078","Newark","RE","40","Townhouse","$514.42",,,,,,,"Newark","3600","3",,,,,,,"No",,"Alameda","0",,,"1",,,"1",,,,"Yes","$470","Monthly","NEWPARK VILLAGE HOA","0.0300","1,078.00","Square Feet","1,078.00",,,,"450",,,,,,"CA",,"1981","94560"
"BE40947114","37","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947114/0/120/90/0e059983751c960bca25eafc4274232c/1/2f0e26540da322dea1126b7b6063c5f3/40947114.JPG","https://my.matterport.com/show/?m=FrtRhriKKAg","A","1473 Coyote Creek Way","$1,059,100","1","691","Milpitas","RE","8","Townhouse","$723.43",,,,,,,"Santa Clara County",,"3",,,,,,,"No",,"Santa Clara","2",,,"43",,,"1",,,,"Yes","$250","Monthly","CALL LISTING AGENT","0.0200","691.00","Square Feet","691.00",,,,"285",,,,,,"CA",,"2013","95035"
"BE40947578","23","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947578/0/120/90/0c9ec16e700e68de2d12a541ec837b4a/1/879a0a2722609c33a32fa641d85f78f3/40947578.JPG",,"A","1009 Verdemar Dr","$775,000","1","1,770","Alameda","RE","55","Townhouse","$656.78",,,,,,,"Alameda Map Area 6","2906","2",,,,,,,"Yes",,"Alameda","0",,,"1",,,"1",,,,"Yes","$454","Monthly","NOT LISTED","0.0400","1,770.00","Square Feet","1,770.00",,,,"406",,,,,,"CA",,"1966","94502"
"BE40946707","4","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946707/0/120/90/bb484e482517811eed06a688246dfba8/1/03abc57548d582f188b89b47471ec572/40946707.JPG","https://youtu.be/h2DwQaOzngo","A","713 Galemeadow Cir","$998,000","1","2,700","San Ramon","RE","26","Townhouse","$496.27",,,,,,,"San Ramon","4400","3",,,,,,,"No",,"Contra Costa","0",,,"7",,,"1",,,,"Yes","$260","Monthly","MIRA VILLA","0.0600","2,700.00","Square Feet","2,700.00",,,,"176",,,,,,"CA",,"1995","94582"
"CC40946972","40","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946972/0/120/90/1322c8e1d30511a7887fa243af831e46/1/5382004b161fe7406907cde5308f874e/40946972.JPG",,"A","3105 Shire Lane","$979,000","1","4,950","Walnut Creek","RE","44","Townhouse","$514.99",,,,,,,"Walnut Creek","4900","3",,,,,,,"No",,"Contra Costa","0",,,"7",,,,,,,"Yes","$486","Monthly","NORTHGATE HOA","0.1100","4,950.00","Square Feet","4,950.00",,,,"88",,,,,,"CA",,"1977","94598-4626"
"CROC21091149","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","12540 Tamarack St.","$528,800","1","1,984","El Monte","RE","33","Townhouse",,"0","1",,,,,"619 - El Monte","30663","3",,,,,,,,,"Los Angeles","1",,,"19",,,"0",,"El Monte Union High",,"Yes","$300","Monthly","Lordon","0.0455",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1988","91732"
"BE40947606","3","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947606/0/120/90/e75a6d1af0cd154229a8c346e9ef407f/1/a8c45c29e2462b71a794a7547ac0b055/40947606.JPG",,"A","1765 E BAYSHORE 219","$740,000","1","0","East Palo Alto","RE","13","Townhouse","$778.95",,,,,,,"San Mateo County",,"1",,,,,,,"No",,"San Mateo","1",,,"41",,,"1",,,,"Yes","$469","Monthly","NOT LISTED","0.0000","0.00","Square Feet","0.00",,,,"36",,,,,,"CA",,"2008","94303-2503"
"BE40947576","38","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947576/0/120/90/200ebdcf24ddca4d245c060469f5379c/1/5a7740578d54cdf93b6eb859904f2c63/40947576.JPG",,"A","481 Metro Walk Way","$548,000","1","1,278","Richmond","RE","18","Townhouse","$311.36",,,,,,,"Richmond - North & East","1704","4",,,,,,,"Yes",,"Contra Costa","1",,,"7",,,"0",,,,"Yes","$310","Monthly","CALL LISTING AGENT","0.0300","1,278.00","Square Feet","1,278.00",,,,"132",,,,,,"CA",,"2003","94801"
"BE40947597","11","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947597/0/120/90/2db9963defb41aa0b0676cd893e6eff4/1/dfd0c56ac42942f64522890b2bc445d7/40947597.JPG",,"A","4300 HORTON STREET Loft Suite 14","$895,000","1","12,512","Emeryville","RE","104","Townhouse","$632.96",,,,,,,"Oakland Zip Code 94608","2608","2",,,,,,,"Yes",,"Alameda","0",,,"1",,,"1",,,,"Yes","$500","Monthly","NOT LISTED","0.6000","12,512.00","Square Feet","12,512.00",,,,"15",,,,,,"CA",,"1917","94608"
"BE40947618","24","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947618/0/120/90/cf7ca51860b578df46d34fcc24011e8b/1/c7e917037f9ed65f9581b86ba4a1cdaa/40947618.JPG",,"A","988 Belmont Terrace #1","$1,150,000","1","630","Sunnyvale","RE","35","Townhouse","$853.12",,,,,,,"Santa Clara County",,"2",,,,,,,"No",,"Santa Clara","0",,,"43",,,"1",,,,"Yes","$530","Monthly",,"0.0140","630.00","Square Feet","630.00",,,,"158",,,,,,"CA",,"1986","94086"
"BE40946096","40","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946096/0/120/90/21eb00d919d3d4820afaabcf96497a8a/1/d243803a4223fda50f9f530ce44fa3ba/40946096.JPG","https://my.matterport.com/show/?m=Uw7HA9xQvd9","A","1389 Coyote Creek Way","$998,000","1","1,524","Milpitas","RE","8","Townhouse","$682.63",,,,,,,"Santa Clara County",,"3",,,,,,,"No",,"Santa Clara","1",,,"43",,,"1",,,,"Yes","$250","Monthly","CALL LISTING AGENT","0.0400","1,524.00","Square Feet","1,524.00",,,,"285",,,,,,"CA",,"2013","95035"
"ML81841350","58","https://mlslmedia.azureedge.net/property/MLSL/81841350/5b7373759a4640ae9a48a4560827c0f8/2/1?preset=thumb",,"A","1861 Trento Loop","$1,190,000","1","814","Milpitas","RE","5","Townhouse","$632.31",,,,,,,"Milpitas","6","3",,,,,,,,,"Santa Clara","0",,,"43","Milpitas Unified",,"1","Milpitas High","Milpitas Unified",,"Yes","$329",,"Manor","0.0187",,"Square Feet",,"Tax","814.00",,,,,,,,"CA",,"2016","95035"
"CROC21091310","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","87 Chantilly","$886,000","1",,"Irvine","RE","15","Townhouse",,,,,,,,"WD - Woodbury","31048","3",,,,,,,,,"Orange","1",,,"30",,,"1",,"Irvine Unified",,"Yes","$140","Monthly","Woodbury HOA",,,,,,,,,,,,,,"CA",,"2006","92620"
"CRPW21090560","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://www.vr-360-tour.com/e/wNUBeR2do6Y/e?disclaimer=true&hide_e3play=true&hide_info=true&hide_logo=true&hide_nadir=true&hidehotspotlabels=true&hidelive=false&hidetitle=true&share_button=true","A","26 Arabis Court 74","$529,000","1",,"Ladera Ranch","RE","18","Townhouse",,,,,,,,"LD - Ladera Ranch","31168","2",,,,,,,,,"Orange","1",,,"30",,,"1",,"Capistrano Unified",,"Yes","$299","Monthly","Berskshire",,,,,,,,,,,,,,"CA",,"2003","92694"
"CRRS21091560","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","11150 Glenoaks Boulevard 165","$399,000","1","85,319","Pacoima","RE","32","Townhouse",,,,,,,,"PAC - Pacoima","31814","3",,,,,,,,,"Los Angeles","1",,,"19",,,,,"Los Angeles Unified",,"Yes","$417","Monthly","Glenoaks Townhomes","1.9587",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1989","91331"
"CRCV21089505","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://unbranded.youriguide.com/a_2061_lakeshore_dr_chino_hills_ca/","A","2061 Lake Shore Drive A","$624,500","1","1,787","Chino Hills","RE","29","Townhouse",,,,,,,,"682 - Chino Hills","30409","3",,,,,,,,,"San Bernardino","0",,,"36",,,"1",,"Chino Valley Unified",,"Yes","$305","Monthly","Villa Del Lago","0.0410",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1992","91709"
"CRPV21087838","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://ths.li/iyuNXQ","A","1110 W 10th Street 202","$469,000","1","14,804","San Pedro","RE","41","Townhouse",,,,,,,,"183 - Vista Del Oro","32226","2",,,,,,,,,"Los Angeles","0",,,"19",,,"1",,"Los Angeles Unified",,"Yes","$400","Monthly","Vista Pacific HOA","0.3399",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1980","90731"
"CRAR21090375","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=cF8eii6ENex&mls=1","A","14853 Hartsook Street 107","$699,000","1","6,750","Sherman Oaks","RE","32","Townhouse",,,,,,,,"SO - Sherman Oaks","32324","3",,,,,,,,,"Los Angeles","0",,,"19",,,,,"Los Angeles Unified",,"Yes","$300","Monthly","Hartsook Villas Association","0.1550",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1989","91403"
"CRFR21091349","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","1190 S Winery Avenue 193","$93,900","1","1,271","Fresno","RE","41","Townhouse",,,,,,,,"FSNO - Fresno","30770","2",,,,,,,,,"Fresno","1",,,"10",,,,,"Fresno Unified",,"Yes","$270","Monthly","Ranchwood Condo","0.0292",,"Square Feet",,"Tax",,,,,"91,000.00",,,,"CA",,"1980","93727"
"CRNDP2104650","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","750 Breeze Hill Road 86","$549,000","1","112,024","Vista","RE","32","Townhouse",,,,,,,,"Other Area",,"3",,,,,,,,,"San Diego","1",,,"37",,,,,"Vista Unified",,"Yes","$343","Monthly","Charlemont","2.5700",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1989","92081"
"CRSB21089827","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","1912 Cabrillo Avenue","$699,000","1","6,900","Torrance","RE","34","Townhouse",,,,,,,,"134 - Old Torrance","32523","2",,,,,,,,,"Los Angeles","0",,,"19",,,"1",,"Torrance Unified",,"Yes","$160","Monthly","cabri","0.1584",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1987","90501"
"BA321030920","32","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/28/ffa9d4d1-945f-415d-b304-c973988a3004.jpg?preset=thumb","https://vimeo.com/539819097","A","139 El Condor Court","$899,000","1","3,001","San Rafael","RE","0","Townhouse","$445.05","0","0",,,,,"San Rafael","21162","3",,,,,,,,,"Marin","1","3,700",,"21",,,"1",,,,"Yes","$735","Monthly","Quail Hill Townhomes","0.0689","3,001.00","Square Feet","3,001.00","Tax",,"0",,,,,,"445.05","CA",,"1974","94903"
"BA321031280","19","https://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2021/04/29/8aafdc2c-5e0b-4f8e-96de-a58cfefa8c7d.jpg?preset=thumb",,"A","5031 Lakeshore Drive","$517,000","1","2,069","Fairfield","RE","0","Townhouse","$422.73","0","0",,,,,"Green Valley 1","25099","3",,,,,,,,,"Solano","1","0",,"48",,,"1",,,,"Yes","$241","Monthly","Edgewater HOA","0.0475","2,069.00","Square Feet","2,069.00","Tax",,"0",,,,,,"422.73","CA",,"2004","94534"
"ME221042596","26","https://mediarem.metrolist.net/metrolist/listingpics/bigphoto/2021/04/28/3a272221-42af-47b5-a3e4-7b0fb5aac23c.jpg?preset=thumb",,"A","519 Camelback Road","$675,000","1","1,159","Pleasant Hill","RE","0","Townhouse","$424.80","0","0",,,,,"Pleasant Hill","5400","3",,,,,,,,,"Contra Costa","1","0",,"7",,,"1",,,,"Yes","$480","Monthly","Bay Area Properties","0.0266","1,159.00","Square Feet","1,159.00","Seller",,"0",,,,,,"424.80","CA",,"1983","94523"
"ML81841374","25","https://mlslmedia.azureedge.net/property/MLSL/81841374/7946945493714dcda544cd17f5016862/2/1?preset=thumb","https://www.tourfactory.com/2862982","A","1689 Sandyrock Court","$1,198,000","1","2,803","San Jose","RE","44","Townhouse","$687.32",,,,,,,"Willow Glen","10","3",,,,,,"Yes","Yes",,"Santa Clara","0",,,"43","San Jose Unified","Booksin Elementary",,"Willow Glen High","San Jose Unified",,"Yes","$430","Monthly","Dry Creek Village HOA","0.0643",,"Square Feet",,"Tax","2,803.00",,,"Willow Glen Middle",,,,,"CA",,"1977","95125"
"ML81841342","37","https://mlslmedia.azureedge.net/property/MLSL/81841342/2f314531a07f4119bdbfd99e4c3ae6eb/2/1?preset=thumb","https://5thAveDowntownSaratoga.com/","A","20661 5th Street 1","$1,948,888","1","1,079","Saratoga","RE","25","Townhouse","$1,022.50",,,,,,,"Saratoga","17","3",,,,,,"Yes",,,"Santa Clara","0",,,"43","Saratoga Union Elementary","Saratoga Elementary","1","Saratoga High","Los Gatos-Saratoga Joint Union High",,"Yes","$300",,"Saratoga Village Oaks","0.0248",,"Square Feet",,"Tax","1,079.00",,,"Redwood Middle",,,,,"CA",,"1996","95070"
"ML81841402","21","https://mlslmedia.azureedge.net/property/MLSL/81841402/71330a46b2d54fd88b98988a729746b2/2/1?preset=thumb","https://my.matterport.com/show/?m=https://my.matterport.com/show/?m=ZeesZZuJ1Hv","A","350 Charles Morris Terrace","$1,358,000","1","772","Sunnyvale","RE","5","Townhouse","$932.69",,,,,,,"Sunnyvale","19","3",,,,,,,,,"Santa Clara","1",,,"43","Sunnyvale",,,,"Fremont Union High",,"Yes","$360",,"Found8tion","0.0177",,"Square Feet",,"Other","856.00",,,,,,,,"CA",,"2016","94085"
"TM21-715524","16","https://mediaservice.themls.com/large/21-715524/21-715524_854a7495-51e5-4fcc-a4d8-e17b3ca8cad1.jpg?preset=thumb",,"A","8025 Redlands Street 25","$745,000","1","34,889","Playa Del Rey","RE",,"Townhouse",,,"0",,,,,"Other Area",,"2",,,,,,,,,,"0",,,"19",,,"1",,,,"Yes",,"Monthly",,"0.8010",,,,,,,"31",,,,,,"CA",,"1970","90293"
"ML81838975","83","https://mlslmedia.azureedge.net/property/MLSL/81838975/89e1c962adff4a9993e1f50898b05add/2/1?preset=thumb","https://vimeo.com/543300566","A","6047 Raleigh Road","$999,999","1","1,746","San Jose","RE","5","Townhouse","$442.87",,,,,,,"Santa Teresa","2","4",,,,,,,,,"Santa Clara","1",,,"43","Oak Grove Elementary",,"1",,"East Side Union High",,"Yes","$385",,"Avenue One","0.0401",,"Square Feet",,"Tax","1,746.00",,,,,,,,"CA",,"2016","95123"
"BE40947762","1","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947762/0/120/90/4bc3adbe30ced7a9be8e11f5a4fca7fe/1/7ab452927d1e7c087d154a09220f3014/40947762.JPG","https://www.tourfactory.com/idxr2863013","A","1598 Calle Enrique","$860,000","1","1,722","Pleasanton","RE","50","Townhouse","$702.61",,,,,,,"Other Area","3900","3",,,,,,,"No",,"Alameda","1",,,"1",,,"0",,,,"Yes","$460","Monthly","COMMUNITY ASSOCIATION","0.0400","1,722.00","Square Feet","1,722.00",,,,"114",,,,,,"CA",,"1971","94566"
"ML81841414","24","https://mlslmedia.azureedge.net/property/MLSL/81841414/582538dd5c4248bb964f943afa08fd3e/2/1?preset=thumb","http://www.628portofinolane.com","A","628 Portofino Lane","$1,500,000","1","224,919","Foster City","RE","46","Townhouse","$700.93",,,,,,,"FC- Nbrhood#5 - The Islands Etc","393","3",,,,,,"Yes","Yes",,"San Mateo","1",,,"41","San Mateo-Foster City Elementary","Foster City Elementary","1","San Mateo High","San Mateo Union High",,"Yes","$795","Monthly","Island J Homeowners Association","5.1634",,"Square Feet",,"Tax","224,919.00",,,"Bowditch Middle",,,,,"CA",,"1975","94404"
"ML81841424","39","https://mlslmedia.azureedge.net/property/MLSL/81841424/4a49c0a1300f4083aa25b649f7f02990/2/1?preset=thumb","https://tours.victorlinphoto.com/1823678","A","363 Hans Way","$688,000","1","1,982","San Jose","RE","40","Townhouse","$480.78",,,,,,,"Other Area","5","3",,,,,,,"Yes",,"Santa Clara","0",,,"43","Alum Rock Union Elementary",,"1",,"East Side Union High",,"Yes","$418","Monthly","Jackson North HOA","0.0455",,"Square Feet",,"Tax","1,982.00",,,,,,,,"CA",,"1981","95133"
"ML81841291","23","https://mlslmedia.azureedge.net/property/MLSL/81841291/40cb98642d4f4c328ed7d039a92d77a1/2/1?preset=thumb","www.1432curtiss.com","A","1432 Curtiss Avenue","$1,099,000","1","1,367","San Jose","RE","42","Townhouse","$708.58",,,,,,,"Willow Glen","10","3",,,,,,"Yes","Yes",,"Santa Clara","0",,,"43","San Jose Unified","Willow Glen Elementary","1","Willow Glen High","San Jose Unified",,"Yes","$410","Monthly","Minnesota Townhomes","0.0314",,"Square Feet",,"Tax","1,367.00","1",,"Willow Glen Middle",,,,,"CA",,"1979","95125"
"CNSR21090616","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","322 Raymond Avenue 9","$579,000","1","17,029","Glendale","RE","33","Townhouse",,,,,,,,"626 - Glendale-Northwest","30832","2",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,"Glendale Unified",,"Yes","$245","Monthly","Raymond Square","0.3909",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1988","91201"
"CRSB21088673","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","2912 Baywater Avenue 2","$749,900","1","20,538","San Pedro","RE","17","Townhouse",,,,,,,,"180 - Palisades","32224","3",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,"Los Angeles Unified",,"Yes","$300","Monthly","Baywater Villas HOA","0.4715",,"Square Feet",,"Tax",,,,,,,,,"CA",,"2004","90731"
"BE40947620","31","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947620/0/120/90/c025042a636b9c5dcf1d67bb8883ca73/1/01bdf0abde47bb867292618190b14ca5/40947620.JPG","http://www.4050sangiorgio.com/?mls=","A","4050 San Giorgio Ct","$840,000","1","988","Pleasanton","RE","24","Townhouse","$638.30",,,,,,,"Other Area","3900","2",,,,,,,"No",,"Alameda","0",,,"1",,,"1",,,,"Yes","$239","Monthly","ASSOCIATION MANAGEMENT","0.0200","988.00","Square Feet","988.00",,,,"150",,,,,,"CA",,"1997","94588"
"BE40947674","40","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947674/0/120/90/342bffa6c9a46d03f0f05573478028e5/1/aca1d47431edcefc21e0e7440a58dfe9/40947674.JPG","https://vimeo.com/542774240","A","5710 Caprice Cmn","$799,999","1","0","Fremont","RE","27","Townhouse","$715.56",,,,,,,"Other Area","3700","3",,,,,,,"No",,"Alameda","0",,,"1",,,"1",,,,"Yes","$320","Monthly","CALIFORNIA BLOSSOMS","0.0000","0.00","Square Feet","0.00",,,,"128",,,,,,"CA",,"1994","94538"
"CC40946883","37","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946883/0/120/90/ea2990a8723ba1192722a6a6bfbde8f4/1/1a91f9889cd8c5532562d51911415f35/40946883.JPG","https://my.matterport.com/show/?m=https://my.matterport.com/show/?m=BTrVb7ghLe4","A","607 Little Ln","$849,999","1","2,180","Pleasant Hill","RE","33","Townhouse","$444.56",,,,,,,"Pleasant Hill","5400","3",,,,,,,"No",,"Contra Costa","0",,,"7",,,"1",,,,"Yes","$441","Monthly","ADVANCED PROP MANAGEMENT","0.0500","2,180.00","Square Feet","2,180.00",,,,"106",,,,,,"CA",,"1988","94523"
"CC40947774","29","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947774/0/120/90/dc9899a104d83d6196c980a41ec02774/1/3c89e847d89fd7a9bf818a48e5d68c71/40947774.JPG","http://www.viewshoot.com/tour/MLS/1548SchenoneCourt_Concord_CA_94521_690_187245.html","A","1548 Schenone Ct E","$415,000","1","900","Concord","RE","49","Townhouse","$379.69",,,,,,,"Concord","5701","2",,,,,,,"No",,"Contra Costa","1",,,"7",,,"1",,,,"Yes","$440","Monthly","DIABLO VILLAGE","0.0200","900.00","Square Feet","900.00",,,,"99",,,,,,"CA",,"1972","94521-3221"
"CC40947632","34","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40947632/0/120/90/8aca9b9e231c9249f825dd3d61d76627/1/c7c78676ae2f3c44b0ca64f5e9227d8a/40947632.JPG","https://www.tourfactory.com/idxr2861285","A","235 Shelley Ave","$1,495,000","1","3,558","Campbell","RE","31","Townhouse","$746.75",,,,,,,"Santa Clara County",,"3",,,,,,,"No",,"Santa Clara","0",,,"43",,,"1",,,,"Yes","$137","Monthly",,"0.0800","3,558.00","Square Feet","3,558.00",,,,"16",,,,,,"CA",,"1990","95008"
"CRSB21089623","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=Ezh5Xnd77Qu&brand=0","A","3412 Del Amo Boulevard S6","$675,000","1","141,975","Torrance","RE","47","Townhouse",,,,,,,,"126 - Central Torrance","32515","2",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,"Torrance Unified",,"Yes","$360","Monthly","MVOA","3.2593",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1974","90503"
"CRWS21090398","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://mls.kuu.la/share/collection/7YgYF?fs=1&vr=1&initload=0&thumbs=1","A","5151 Dover Drive","$599,900","1","1,516","La Palma","RE","50","Townhouse",,,,,,,,"81 - La Palma","31151","3",,,,,,,,,"Orange","0",,,"30",,,"1",,"Anaheim Union High",,"Yes","$260","Monthly","La Palma Village","0.0348",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1971","90623"
"CRSB21088037","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg",,"A","2013 Voorhees Avenue B","$1,699,000","2",,"Redondo Beach","RE","3","Townhouse",,,,,,,,"151 - N Redondo Bch/Villas North","32071","4",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,,,"Yes","$0",,"2013 Voorhees HOA",,,,,,,,,,,,,,"CA",,"2018","90278"
"CROC21090061","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://vimeo.com/542395110","A","9 Hoya Street","$599,000","2","1,000","Ladera Ranch","RE","7","Townhouse",,,,,,,,"Other Area",,"2",,,,,,,,,"Orange","1",,,"30",,,"1",,"Capistrano Unified",,"Yes","$222","Monthly","Rancho MMC","0.0230",,"Square Feet",,"Estimated",,,,,,,,,"CA",,"2014","92694"
"CROC21088425","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://my.matterport.com/show/?m=Bu76AK1C9dS&mls=1","A","37 Cool Brook 47","$1,200,000","2",,"Irvine","RE","45","Townhouse",,,,,,,,"TR - Turtle Rock","31043","4",,,,,,,,,"Orange","1",,,"30",,,,,"Irvine Unified",,"Yes","$515","Monthly","Garden Homes Maintenance Assn",,,,,,,,,,,,,,"CA",,"1976","92603"
"CRPV21090095","0","//cdnparap60.paragonrels.com/ParagonImages/Static/120/90/9dadad49f9680cddc44df86663861ae0/NoPhotoAvailable.jpg","https://realestateconnectpro.com/29620-Island-View-Dr/idx","A","29620 Island View Drive","$980,000","2","38,655","Rancho Palos Verdes","RE","36","Townhouse",,,,,,,,"171 - Country Club","31853","3",,,,,,,,,"Los Angeles","1",,,"19",,,"1",,,,"Yes","$480","Monthly","Vitco Properties","0.8874",,"Square Feet",,"Tax",,,,,,,,,"CA",,"1985","90275"
"BE40946738","39","//cdnparap30.paragonrels.com/ParagonImages/Property/P3/MAXEBRDI/40946738/0/120/90/c64c6bb54d7f87100396a09ca148d19d/1/74ed5bcc99af19ed1d10095f225f770c/40946738.JPG","https://my.matterport.com/show/?m=Pd6C6ueiAWr&brand=0","A","38251 Eggers Cmn","$1,080,000","2","1,500","Fremont","RE","16","Townhouse","$647.48",,,,,,,"Other Area","3700","3",,,,,,,"No",,"Alameda","0",,,"1",,,"1",,,,"Yes","$125","Monthly","ASSOCIATION OF NORTHERN CALIFORNIA","0.0300","1,500.00","Square Feet","1,500.00",,,,"10",,,,,,"CA",,"2005","94536"
